date,net,cash,holdings,cost_basis,starting_cash,margin,mtm,realized,pnls,liquid_value,commissions,charges,day_pnl,gross_leverage,net_leverage,gross_exposure,net_exposure,long_exposure,short_exposure,longs_count,shorts_count,algo_returns,algo_cum_returns,algo_volatility,drawdown,sharpe,strategy_vol,benchmark,benchmark_returns,alpha,beta
2022-01-17 00:00:00+05:30,10370.4400,10370.4400,0.0000,0.0000,10000.0000,0.0000,0.0000,370.4400,370.4400,10370.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0370,0.2007,0.0000,,,10382.3854,0.0041,,
2022-01-18 00:00:00+05:30,10298.9700,561.9700,9737.0000,9726.8000,10000.0000,0.0000,10.2000,288.7800,298.9700,10298.9700,0.0000,0.0000,-71.4700,0.9500,0.9500,9737.0000,9737.0000,9737.0000,0.0000,1,0,-0.0069,0.0299,0.1947,-0.0069,,,10271.3017,-0.0107,,
2022-01-19 00:00:00+05:30,10580.0200,561.9700,10018.0500,9726.8000,10000.0000,0.0000,291.2500,288.7800,580.0200,10580.0200,0.0000,0.0000,281.0500,0.9500,0.9500,10018.0500,10018.0500,10018.0500,0.0000,1,0,0.0273,0.0580,0.2223,0.0000,,,10173.5718,-0.0095,,
2022-01-20 00:00:00+05:30,10571.9700,561.9700,10010.0000,9726.8000,10000.0000,0.0000,283.2000,288.7800,571.9700,10571.9700,0.0000,0.0000,-8.0500,0.9500,0.9500,10010.0000,10010.0000,10010.0000,0.0000,1,0,-0.0008,0.0572,0.2142,-0.0008,,,10083.6955,-0.0088,,
2022-01-21 00:00:00+05:30,10523.6100,597.6100,9926.0000,9820.2000,10000.0000,0.0000,105.8000,417.8200,523.6100,10523.6100,0.0000,0.0000,-48.3600,0.9400,0.9400,9926.0000,9926.0000,9926.0000,0.0000,1,0,-0.0046,0.0524,0.2078,-0.0053,,,10008.5623,-0.0075,,
2022-01-24 00:00:00+05:30,10368.9200,10368.9200,0.0000,0.0000,10000.0000,0.0000,0.0000,368.9200,368.9200,10368.9200,0.0000,0.0000,-154.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0147,0.0369,0.2095,-0.0200,,,9703.4933,-0.0305,,
2022-01-25 00:00:00+05:30,10250.8000,20225.8000,-9975.0000,-9945.3700,10000.0000,0.0000,-29.6300,280.4300,250.8000,10250.8000,0.0000,0.0000,-118.1200,0.9700,-0.9700,9975.0000,-9975.0000,0.0000,9975.0000,0,1,-0.0114,0.0251,0.2079,-0.0311,,,9791.2999,0.0090,,
2022-01-27 00:00:00+05:30,10350.5600,381.1600,9969.4000,9846.0600,10000.0000,0.0000,123.3400,227.2200,350.5600,10350.5600,0.0000,0.0000,99.7600,0.9600,0.9600,9969.4000,9969.4000,9969.4000,0.0000,1,0,0.0097,0.0351,0.2053,-0.0217,,,9724.3888,-0.0068,,
2022-01-28 00:00:00+05:30,10380.1300,10380.1300,0.0000,0.0000,10000.0000,0.0000,0.0000,380.1300,380.1300,10380.1300,0.0000,0.0000,29.5700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0029,0.0380,0.2001,-0.0189,,,9700.0343,-0.0025,,
2022-01-31 00:00:00+05:30,10406.5900,291.5900,10115.0000,10088.5400,10000.0000,0.0000,26.4600,380.1300,406.5900,10406.5900,0.0000,0.0000,26.4600,0.9700,0.9700,10115.0000,10115.0000,10115.0000,0.0000,1,0,0.0025,0.0407,0.1952,-0.0164,,,9831.5599,0.0136,,
2022-02-01 00:00:00+05:30,10389.4400,10389.4400,0.0000,0.0000,10000.0000,0.0000,0.0000,389.4400,389.4400,10389.4400,0.0000,0.0000,-17.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,-0.0016,0.0389,0.1906,-0.0180,,,9982.5918,0.0154,,
2022-02-02 00:00:00+05:30,10389.4400,10389.4400,0.0000,0.0000,10000.0000,0.0000,0.0000,389.4400,389.4400,10389.4400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.0000,0.0389,0.1862,-0.0180,,,10088.6005,0.0106,,
